"","subject_id","cb","prob0","prob1","prob2","prob3","scenario","A","B","E","S","answer","trialtype","structure","ans","ansVar","ansVar2","ansVar3"
"27","xpy8oy64la",1,"50%","80%","50%","10%","job",1,0,0,0,"The candidate demonstrated skill A","c3","conjunctive",3,"Au","Au=1","Au=1"
"28","xpy8oy64la",1,"80%","50%","10%","70%","group",0,1,0,1,"The postdoc did not talk about the paper","d2","disjunctive",8,"Bu","Bu=0","Bu=0"
"29","04blkmpfl2",1,"80%","50%","10%","50%","job",1,0,0,1,"The candidate did not have skill A","d4","disjunctive",2,"A","A","A=0"
"30","04blkmpfl2",1,"50%","80%","50%","10%","cook",1,0,1,1,"The main dish impressed the panel","d5","disjunctive",3,"Au","Au=1","Au=1"
"31","04blkmpfl2",1,"50%","80%","50%","10%","cook",0,1,1,1,"The dessert impressed the panel","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"32","04blkmpfl2",1,"80%","50%","10%","50%","cook",1,1,0,1,"The chef did not complete the dessert","d6","disjunctive",6,"B","B","B=0"
"33","04blkmpfl2",1,"50%","80%","50%","10%","cook",0,1,0,1,"The chef did not complete the main dish","d2","disjunctive",2,"A","A","A=0"
"34","0s7n13606c",1,"80%","50%","10%","70%","cook",1,0,1,1,"The main dish impressed the panel","d5","disjunctive",3,"Au","Au=1","Au=1"
"35","0s7n13606c",1,"80%","50%","10%","50%","cook",0,0,0,1,"The chef did not complete the main dish","d1","disjunctive",2,"A","A","A=0"
"36","0s7n13606c",1,"80%","50%","10%","70%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","disjunctive",8,"Bu","Bu=0","Bu=0"
"37","0s7n13606c",1,"50%","80%","50%","10%","cook",0,1,1,1,"The dessert impressed the panel","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"38","0s7n13606c",1,"50%","80%","50%","10%","group",1,0,0,0,"The postdoc did not attend","c3","conjunctive",6,"B","B","B=0"
"39","0s7n13606c",1,"50%","80%","50%","10%","job",1,1,1,1,"The candidate demonstrated skill A","d7","disjunctive",3,"Au","Au=1","Au=1"
"40","0s7n13606c",1,"80%","50%","10%","70%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","conjunctive",8,"Bu","Bu=0","Bu=0"
"41","0s7n13606c",1,"50%","80%","50%","10%","cook",1,0,0,1,"The main dish did not impress the panel","d4","disjunctive",4,"Au","Au=0","Au=0"
"42","0s7n13606c",1,"50%","80%","50%","10%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","disjunctive",4,"Au","Au=0","Au=0"
"43","1h8woo3055",1,"80%","50%","10%","70%","group",0,0,0,1,"The lecturer did not attend","d1","disjunctive",2,"A","A","A=0"
"44","1h8woo3055",1,"50%","80%","50%","10%","group",1,0,0,0,"The lecturer did not talk about the paper","c3","conjunctive",4,"Au","Au=0","Au=0"
"45","1h8woo3055",1,"80%","50%","10%","70%","cook",1,0,1,1,"The main dish impressed the panel","d5","disjunctive",3,"Au","Au=1","Au=1"
"46","1h8woo3055",1,"50%","80%","50%","10%","job",0,1,0,0,"The candidate did not have skill A","c2","conjunctive",2,"A","A","A=0"
"47","1j9j1sn5oo",1,"80%","50%","10%","70%","cook",1,0,1,1,"The chef completed the main dish","d5","disjunctive",1,"A","A","A=1"
"48","1j9j1sn5oo",1,"80%","50%","10%","70%","group",0,0,0,0,"The lecturer did not attend","c1","conjunctive",2,"A","A","A=0"
"49","1j9j1sn5oo",1,"80%","50%","10%","50%","job",1,1,1,0,"The candidate had skill A","c5","conjunctive",1,"A","A","A=1"
"50","1j9j1sn5oo",1,"80%","50%","10%","70%","group",0,0,0,1,"The lecturer did not attend","d1","disjunctive",2,"A","A","A=0"
"51","1j9j1sn5oo",1,"50%","80%","50%","10%","cook",0,1,0,1,"The dessert did not impress the panel","d2","disjunctive",8,"Bu","Bu=0","Bu=0"
"52","1j9j1sn5oo",1,"50%","80%","50%","10%","group",0,1,0,0,"The postdoc did not talk about the paper","c2","conjunctive",8,"Bu","Bu=0","Bu=0"
"53","1nc1mtxtfj",1,"80%","50%","10%","50%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","disjunctive",4,"Au","Au=0","Au=0"
"54","1nc1mtxtfj",1,"80%","50%","10%","70%","cook",0,0,0,1,"The chef did not complete the main dish","d1","disjunctive",2,"A","A","A=0"
"55","1nc1mtxtfj",1,"80%","50%","10%","70%","cook",1,0,0,1,"The main dish did not impress the panel","d4","disjunctive",4,"Au","Au=0","Au=0"
"56","1nc1mtxtfj",1,"50%","80%","50%","10%","cook",0,0,0,0,"The main dish did not impress the panel","c1","conjunctive",4,"Au","Au=0","Au=0"
"57","1nc1mtxtfj",1,"50%","80%","50%","10%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2,"A","A","A=0"
"58","1rvc938bgx",1,"80%","50%","10%","70%","job",1,1,1,0,"The candidate demonstrated skill B","c5","conjunctive",7,"Bu","Bu=1","Bu=1"
"59","1rvc938bgx",1,"80%","50%","10%","70%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","disjunctive",4,"Au","Au=0","Au=0"
"60","1rvc938bgx",1,"80%","50%","10%","50%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"61","1rvc938bgx",1,"50%","80%","50%","10%","cook",0,0,0,0,"The chef did not complete the main dish","c1","conjunctive",2,"A","A","A=0"
"62","1rvc938bgx",1,"80%","50%","10%","70%","job",1,1,0,0,"The candidate did not demonstrate skill B","c4","conjunctive",8,"Bu","Bu=0","Bu=0"
"63","1rvc938bgx",1,"80%","50%","10%","50%","group",0,1,0,1,"The lecturer did not attend","d2","disjunctive",2,"A","A","A=0"
"64","1rvc938bgx",1,"50%","80%","50%","10%","job",1,0,1,1,"The candidate demonstrated skill A","d5","disjunctive",3,"Au","Au=1","Au=1"
"65","1t3ulnfryj",1,"80%","50%","10%","50%","cook",0,0,0,0,"The chef did not complete the main dish","c1","conjunctive",2,"A","A","A=0"
"66","1t3ulnfryj",1,"80%","50%","10%","70%","group",1,1,1,1,"The postdoc talked about the paper","d7","disjunctive",7,"Bu","Bu=1","Bu=1"
"67","1t3ulnfryj",1,"50%","80%","50%","10%","cook",1,0,0,1,"The chef did not complete the dessert","d4","disjunctive",6,"B","B","B=0"
"68","1t3ulnfryj",1,"80%","50%","10%","50%","cook",1,1,1,0,"The main dish impressed the panel","c5","conjunctive",3,"Au","Au=1","Au=1"
"69","1t3ulnfryj",1,"50%","80%","50%","10%","job",0,1,0,0,"The candidate had skill B","c2","conjunctive",5,"B","B","B=1"
"70","1t3ulnfryj",1,"50%","80%","50%","10%","group",0,1,0,1,"The lecturer did not attend","d2","disjunctive",2,"A","A","A=0"
"71","1t3ulnfryj",1,"80%","50%","10%","70%","cook",0,0,0,1,"The chef did not complete the main dish","d1","disjunctive",2,"A","A","A=0"
"72","1t3ulnfryj",1,"80%","50%","10%","70%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","conjunctive",8,"Bu","Bu=0","Bu=0"
"73","1t3ulnfryj",1,"80%","50%","10%","50%","cook",1,0,1,1,"The main dish impressed the panel","d5","disjunctive",3,"Au","Au=1","Au=1"
"74","1vcyogm763",1,"50%","80%","50%","10%","job",1,1,1,1,"The candidate demonstrated skill B","d7","disjunctive",7,"Bu","Bu=1","Bu=1"
"75","1vcyogm763",1,"50%","80%","50%","10%","job",1,1,1,0,"The candidate demonstrated skill B","c5","conjunctive",7,"Bu","Bu=1","Bu=1"
"76","1vcyogm763",1,"80%","50%","10%","50%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"77","1vcyogm763",1,"50%","80%","50%","10%","job",1,0,1,1,"The candidate demonstrated skill A","d5","disjunctive",3,"Au","Au=1","Au=1"
"78","1vcyogm763",1,"80%","50%","10%","50%","job",0,0,0,0,"The candidate did not have skill A","c1","conjunctive",2,"A","A","A=0"
"79","1vcyogm763",1,"50%","80%","50%","10%","job",1,1,0,0,"The candidate did not demonstrate skill A","c4","conjunctive",4,"Au","Au=0","Au=0"
"80","25wwusqaw5",1,"80%","50%","10%","50%","job",1,0,1,1,"The candidate had skill A","d5","disjunctive",1,"A","A","A=1"
"81","25wwusqaw5",1,"80%","50%","10%","70%","group",0,1,0,1,"The postdoc did not talk about the paper","d2","disjunctive",8,"Bu","Bu=0","Bu=0"
"82","25wwusqaw5",1,"50%","80%","50%","10%","job",1,1,0,0,"The candidate did not demonstrate skill A","c4","conjunctive",4,"Au","Au=0","Au=0"
"83","25wwusqaw5",1,"50%","80%","50%","10%","cook",1,1,0,1,"The main dish did not impress the panel","d6","disjunctive",4,"Au","Au=0","Au=0"
"84","25wwusqaw5",1,"80%","50%","10%","70%","group",0,1,0,0,"The postdoc did not talk about the paper","c2","conjunctive",8,"Bu","Bu=0","Bu=0"
"85","25wwusqaw5",1,"80%","50%","10%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"86","25wwusqaw5",1,"80%","50%","10%","70%","group",1,1,1,0,"The lecturer attended","c5","conjunctive",1,"A","A","A=1"
"87","26n2v9lxvr",1,"80%","50%","10%","70%","cook",1,0,1,1,"The chef completed the main dish","d5","disjunctive",1,"A","A","A=1"
"88","26n2v9lxvr",1,"80%","50%","10%","70%","group",1,0,0,0,"The lecturer did not talk about the paper","c3","conjunctive",4,"Au","Au=0","Au=0"
"89","26n2v9lxvr",1,"80%","50%","10%","70%","job",0,1,0,0,"The candidate did not demonstrate skill B","c2","conjunctive",8,"Bu","Bu=0","Bu=0"
"90","26n2v9lxvr",1,"80%","50%","10%","50%","group",0,0,0,0,"The lecturer did not attend","c1","conjunctive",2,"A","A","A=0"
"91","26n2v9lxvr",1,"80%","50%","10%","50%","cook",1,1,0,1,"The main dish did not impress the panel","d6","disjunctive",4,"Au","Au=0","Au=0"
"92","26n2v9lxvr",1,"80%","50%","10%","50%","group",1,1,1,1,"The lecturer talked about the paper","d7","disjunctive",3,"Au","Au=1","Au=1"
"93","26n2v9lxvr",1,"50%","80%","50%","10%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"94","27kggoq9fn",1,"50%","80%","50%","10%","cook",1,1,0,0,"The dessert did not impress the panel","c4","conjunctive",8,"Bu","Bu=0","Bu=0"
"95","27kggoq9fn",1,"80%","50%","10%","70%","cook",1,0,0,0,"The chef did not complete the dessert","c3","conjunctive",6,"B","B","B=0"
"96","27kggoq9fn",1,"80%","50%","10%","50%","group",1,1,1,0,"The postdoc attended","c5","conjunctive",5,"B","B","B=1"
"97","27kggoq9fn",1,"80%","50%","10%","70%","job",0,0,0,0,"The candidate did not have skill A","c1","conjunctive",2,"A","A","A=0"
"98","28a82zjbor",1,"50%","80%","50%","10%","job",1,0,1,1,"The candidate had skill A","d5","disjunctive",1,"A","A","A=1"
"99","28a82zjbor",1,"80%","50%","10%","70%","cook",0,0,0,0,"The chef did not complete the main dish","c1","conjunctive",2,"A","A","A=0"
"100","28a82zjbor",1,"50%","80%","50%","10%","cook",1,0,0,1,"The chef did not complete the dessert","d4","disjunctive",6,"B","B","B=0"
"101","28a82zjbor",1,"80%","50%","10%","70%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","disjunctive",4,"Au","Au=0","Au=0"
"102","28a82zjbor",1,"80%","50%","10%","50%","group",0,1,0,1,"The lecturer did not attend","d2","disjunctive",2,"A","A","A=0"
"103","28a82zjbor",1,"50%","80%","50%","10%","cook",1,0,0,0,"The chef did not complete the dessert","c3","conjunctive",6,"B","B","B=0"
"104","2clh6uy0q9",1,"50%","80%","50%","10%","cook",0,1,0,1,"The dessert did not impress the panel","d2","disjunctive",8,"Bu","Bu=0","Bu=0"
"105","2clh6uy0q9",1,"80%","50%","10%","50%","cook",0,1,0,0,"The dessert did not impress the panel","c2","conjunctive",8,"Bu","Bu=0","Bu=0"
"106","2clh6uy0q9",1,"80%","50%","10%","70%","cook",1,0,0,1,"The main dish did not impress the panel","d4","disjunctive",4,"Au","Au=0","Au=0"
"107","39esuh175d",1,"80%","50%","10%","50%","cook",0,0,0,0,"The chef completed the main dish","c1","conjunctive",1,"A","A","A=1"
"108","39esuh175d",1,"80%","50%","10%","70%","group",1,0,0,0,"The lecturer talked about the paper","c3","conjunctive",3,"Au","Au=1","Au=1"
"109","39esuh175d",1,"50%","80%","50%","10%","job",1,0,0,1,"The candidate demonstrated skill A","d4","disjunctive",3,"Au","Au=1","Au=1"
"110","39esuh175d",1,"80%","50%","10%","50%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","conjunctive",8,"Bu","Bu=0","Bu=0"
"111","39esuh175d",1,"50%","80%","50%","10%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3,"Au","Au=1","Au=1"
"112","3d1927fqoo",1,"80%","50%","10%","70%","cook",1,0,0,1,"The main dish did not impress the panel","d4","disjunctive",4,"Au","Au=0","Au=0"
"113","3d1927fqoo",1,"80%","50%","10%","50%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"114","3d1927fqoo",1,"80%","50%","10%","70%","job",1,1,1,0,"The candidate demonstrated skill A","c5","conjunctive",3,"Au","Au=1","Au=1"
"115","3d1927fqoo",1,"80%","50%","10%","50%","cook",0,0,0,0,"The chef did not complete the main dish","c1","conjunctive",2,"A","A","A=0"
"116","3d1927fqoo",1,"80%","50%","10%","70%","cook",1,1,0,0,"The main dish did not impress the panel","c4","conjunctive",4,"Au","Au=0","Au=0"
"117","3d1927fqoo",1,"80%","50%","10%","70%","job",1,0,0,0,"The candidate did not have skill B","c3","conjunctive",6,"B","B","B=0"
"118","3d1927fqoo",1,"50%","80%","50%","10%","group",0,1,0,1,"The lecturer did not attend","d2","disjunctive",2,"A","A","A=0"
"119","3d1927fqoo",1,"80%","50%","10%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5","disjunctive",3,"Au","Au=1","Au=1"
"120","3f3ze8b0ln",1,"80%","50%","10%","50%","job",1,1,0,0,"The candidate did not demonstrate skill B","c4","conjunctive",8,"Bu","Bu=0","Bu=0"
"121","3f3ze8b0ln",1,"80%","50%","10%","70%","cook",1,0,1,1,"The main dish impressed the panel","d5","disjunctive",3,"Au","Au=1","Au=1"
"122","3f3ze8b0ln",1,"80%","50%","10%","70%","job",1,1,1,1,"The candidate demonstrated skill B","d7","disjunctive",7,"Bu","Bu=1","Bu=1"
"123","3f3ze8b0ln",1,"80%","50%","10%","50%","cook",0,0,0,1,"The chef did not complete the main dish","d1","disjunctive",2,"A","A","A=0"
"124","3f3ze8b0ln",1,"80%","50%","10%","50%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","disjunctive",4,"Au","Au=0","Au=0"
"125","3f3ze8b0ln",1,"80%","50%","10%","50%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4","disjunctive",4,"Au","Au=0","Au=0"
"126","3fptwaqomn",1,"50%","80%","50%","10%","job",1,1,1,0,"The candidate demonstrated skill A","c5","conjunctive",3,"Au","Au=1","Au=1"
"127","3fptwaqomn",1,"80%","50%","10%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"128","3fptwaqomn",1,"80%","50%","10%","70%","group",1,0,0,1,"The lecturer did not talk about the paper","d4","disjunctive",4,"Au","Au=0","Au=0"
"129","3fptwaqomn",1,"80%","50%","10%","70%","cook",0,1,0,1,"The dessert did not impress the panel","d2","disjunctive",8,"Bu","Bu=0","Bu=0"
"130","3fptwaqomn",1,"80%","50%","10%","70%","job",1,1,0,0,"The candidate did not demonstrate skill A","c4","conjunctive",4,"Au","Au=0","Au=0"
"131","3fptwaqomn",1,"80%","50%","10%","70%","cook",1,0,0,0,"The chef did not complete the dessert","c3","conjunctive",6,"B","B","B=0"
"132","3fptwaqomn",1,"50%","80%","50%","10%","job",1,1,1,1,"The candidate had skill A","d7","disjunctive",1,"A","A","A=1"
"133","3fptwaqomn",1,"80%","50%","10%","70%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3,"Au","Au=1","Au=1"
"134","3fptwaqomn",1,"80%","50%","10%","70%","job",0,0,0,1,"The candidate did not have skill A","d1","disjunctive",2,"A","A","A=0"
"135","3kd166nsn4",1,"80%","50%","10%","70%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2,"A","A","A=0"
"136","3kd166nsn4",1,"50%","80%","50%","10%","cook",1,1,1,0,"The main dish impressed the panel","c5","conjunctive",3,"Au","Au=1","Au=1"
"137","3kd166nsn4",1,"80%","50%","10%","50%","cook",0,0,0,1,"The chef did not complete the main dish","d1","disjunctive",2,"A","A","A=0"
"138","3kd166nsn4",1,"50%","80%","50%","10%","cook",1,0,0,1,"The main dish did not impress the panel","d4","disjunctive",4,"Au","Au=0","Au=0"
"139","3kd166nsn4",1,"50%","80%","50%","10%","cook",0,0,0,0,"The main dish did not impress the panel","c1","conjunctive",4,"Au","Au=0","Au=0"
"140","3kd166nsn4",1,"80%","50%","10%","50%","group",1,0,0,0,"The postdoc did not attend","c3","conjunctive",6,"B","B","B=0"
"141","3kd166nsn4",1,"80%","50%","10%","50%","cook",1,1,0,1,"The main dish did not impress the panel","d6","disjunctive",4,"Au","Au=0","Au=0"
"142","3kql48xtgn",1,"80%","50%","10%","70%","job",1,1,0,1,"The candidate did not demonstrate skill A","d6","disjunctive",4,"Au","Au=0","Au=0"
"143","3kql48xtgn",1,"80%","50%","10%","70%","group",1,1,0,0,"The lecturer did not talk about the paper","c4","conjunctive",4,"Au","Au=0","Au=0"
"144","3kql48xtgn",1,"80%","50%","10%","70%","job",0,0,0,1,"The candidate did not have skill A","d1","disjunctive",2,"A","A","A=0"
"145","3kql48xtgn",1,"80%","50%","10%","50%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2,"A","A","A=0"
"146","3kql48xtgn",1,"50%","80%","50%","10%","cook",0,1,1,1,"The dessert impressed the panel","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"147","3kql48xtgn",1,"50%","80%","50%","10%","group",0,1,0,1,"The postdoc did not talk about the paper","d2","disjunctive",8,"Bu","Bu=0","Bu=0"
"148","3kql48xtgn",1,"80%","50%","10%","50%","job",1,1,1,0,"The candidate demonstrated skill B","c5","conjunctive",7,"Bu","Bu=1","Bu=1"
"149","3kql48xtgn",1,"80%","50%","10%","50%","group",1,0,0,1,"The lecturer did not talk about the paper","d4","disjunctive",4,"Au","Au=0","Au=0"
"150","3nkexgad43",1,"80%","50%","10%","70%","job",1,0,0,1,"The candidate did not demonstrate skill B","d4","disjunctive",8,"Bu","Bu=0","Bu=0"
"151","3nkexgad43",1,"50%","80%","50%","10%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6","disjunctive",8,"Bu","Bu=0","Bu=0"
"152","3nkexgad43",1,"80%","50%","10%","50%","job",1,0,0,0,"The candidate did not have skill B","c3","conjunctive",6,"B","B","B=0"
"153","3nkexgad43",1,"50%","80%","50%","10%","group",0,1,0,1,"The postdoc did not talk about the paper","d2","disjunctive",8,"Bu","Bu=0","Bu=0"
"154","3uumkq27gk",1,"50%","80%","50%","10%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"155","3uumkq27gk",1,"80%","50%","10%","50%","job",1,0,0,0,"The candidate did not have skill B","c3","conjunctive",6,"B","B","B=0"
"156","3uumkq27gk",1,"50%","80%","50%","10%","job",1,1,0,0,"The candidate did not demonstrate skill A","c4","conjunctive",4,"Au","Au=0","Au=0"
"157","3uumkq27gk",1,"80%","50%","10%","50%","cook",1,1,1,1,"The chef completed the dessert","d7","disjunctive",5,"B","B","B=1"
"158","3uumkq27gk",1,"80%","50%","10%","50%","cook",0,0,0,0,"The chef did not complete the main dish","c1","conjunctive",2,"A","A","A=0"
"159","3uumkq27gk",1,"80%","50%","10%","70%","job",0,1,0,1,"The candidate did not have skill A","d2","disjunctive",2,"A","A","A=0"
"160","3uumkq27gk",1,"80%","50%","10%","50%","group",0,0,0,1,"The lecturer did not attend","d1","disjunctive",2,"A","A","A=0"
"161","3y078ww20y",1,"50%","80%","50%","10%","cook",1,1,0,1,"The main dish did not impress the panel","d6","disjunctive",4,"Au","Au=0","Au=0"
"162","3y078ww20y",1,"80%","50%","10%","50%","group",1,1,1,0,"The postdoc talked about the paper","c5","conjunctive",7,"Bu","Bu=1","Bu=1"
"163","3y078ww20y",1,"50%","80%","50%","10%","job",1,0,0,0,"The candidate did not have skill B","c3","conjunctive",6,"B","B","B=0"
"164","3y078ww20y",1,"80%","50%","10%","50%","group",1,0,0,1,"The lecturer did not talk about the paper","d4","disjunctive",4,"Au","Au=0","Au=0"
"165","3y078ww20y",1,"50%","80%","50%","10%","job",0,0,0,1,"The candidate did not have skill A","d1","disjunctive",2,"A","A","A=0"
"166","3y078ww20y",1,"80%","50%","10%","50%","job",1,1,0,0,"The candidate did not demonstrate skill B","c4","conjunctive",8,"Bu","Bu=0","Bu=0"
"167","3z7veewhuc",1,"50%","80%","50%","10%","group",1,1,1,1,"The lecturer talked about the paper","d7","disjunctive",3,"Au","Au=1","Au=1"
"168","3z7veewhuc",1,"50%","80%","50%","10%","job",0,0,0,0,"The candidate did not have skill B","c1","conjunctive",6,"B","B","B=0"
"169","3z7veewhuc",1,"80%","50%","10%","70%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3,"Au","Au=1","Au=1"
"170","3z7veewhuc",1,"80%","50%","10%","70%","group",0,1,0,1,"The lecturer did not attend","d2","disjunctive",2,"A","A","A=0"
"171","3z7veewhuc",1,"50%","80%","50%","10%","job",0,0,0,1,"The candidate did not have skill A","d1","disjunctive",2,"A","A","A=0"
"172","3z7veewhuc",1,"80%","50%","10%","50%","job",0,1,1,1,"The candidate demonstrated skill A","d3","disjunctive",3,"Au","Au=1","Au=1"
"173","404p6kx8n2",1,"50%","80%","50%","10%","cook",0,1,1,1,"The dessert impressed the panel","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"174","404p6kx8n2",1,"80%","50%","10%","70%","group",1,1,1,1,"The postdoc talked about the paper","d7","disjunctive",7,"Bu","Bu=1","Bu=1"
"175","404p6kx8n2",1,"80%","50%","10%","70%","cook",1,1,0,1,"The main dish did not impress the panel","d6","disjunctive",4,"Au","Au=0","Au=0"
"176","40qkre80o8",1,"80%","50%","10%","50%","job",1,1,0,0,"The candidate did not demonstrate skill B","c4","conjunctive",8,"Bu","Bu=0","Bu=0"
"177","40qkre80o8",1,"80%","50%","10%","50%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6","disjunctive",8,"Bu","Bu=0","Bu=0"
"178","40qkre80o8",1,"80%","50%","10%","70%","cook",0,0,0,1,"The chef did not complete the main dish","d1","disjunctive",2,"A","A","A=0"
"179","40qkre80o8",1,"80%","50%","10%","70%","cook",1,1,1,0,"The dessert impressed the panel","c5","conjunctive",7,"Bu","Bu=1","Bu=1"
"180","40qkre80o8",1,"80%","50%","10%","70%","job",0,0,0,0,"The candidate did not demonstrate skill A","c1","conjunctive",4,"Au","Au=0","Au=0"
"181","40qkre80o8",1,"80%","50%","10%","70%","job",0,1,0,0,"The candidate did not have skill A","c2","conjunctive",2,"A","A","A=0"
"182","45nwjk8ynq",1,"80%","50%","10%","70%","group",1,1,0,1,"The postdoc did not talk about the paper","d6","disjunctive",8,"Bu","Bu=0","Bu=0"
"183","45nwjk8ynq",1,"50%","80%","50%","10%","cook",0,1,1,1,"The dessert impressed the panel","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
