filename,subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,link,age,gender,duration_s,duration,duration_m,rowNo,type,stim1,stim2,stim3,stim4,pageBreak,stimFormat,responseType,responsePos,responseOptions,button1,subjectGroup,randomBlock,head,body,pageName,note1,ITI_ms,timestamp,response,RT,responseCode
430495_230123_073059_M022744.csv,1,Chrome,109.0.0.0,1366,768,Windows,en-GB,2023-01-23_07:24:19,2023-01-23_07:24:19,2023-01-23_07:23:00,M022744,https://www.testable.org/experiment/6826/430495/start?participant=M022744,35,woman,412.856,402044,6.7007,19,form,"BNS end","BNL end","BPS end","BPL end",1,.png,dropdown,below,"1 (not likely);2;3;4;5;6;7 (very likely)",NEXT,1,11,"They go for a walk and stop to eat at a food truck. Remember they cannot see through the houses or round a corner.","Where do you think they will go? Show how likely each path is by rating each between 1 (not likely at all) and 7 (very likely).","This is Taylor. Taylor's favourite food is hotdogs. They know the area well and are sporty.",FKS,,149206,"7 (very likely)|4|3|1 (not likely)",37811,7|4|3|1
430495_230123_073059_M022744.csv,1,Chrome,109.0.0.0,1366,768,Windows,en-GB,2023-01-23_07:24:19,2023-01-23_07:24:19,2023-01-23_07:23:00,M022744,https://www.testable.org/experiment/6826/430495/start?participant=M022744,35,woman,412.856,402044,6.7007,17,form,"BNS end","BNL end","BPS end","BPL end",1,.png,dropdown,below,"1 (not likely);2;3;4;5;6;7 (very likely)",NEXT,1,9,"They go for a walk and stop to eat at a food truck. Remember they cannot see through the houses or round a corner.","Where do you think they will go? Show how likely each path is by rating each between 1 (not likely at all) and 7 (very likely).","This is Jesse.  Jesse's favourite food is hotdogs. They don't know the area well and are sporty.",FDS,,174051,"6|3|4|1 (not likely)",24315,6|3|4|1
430495_230123_073059_M022744.csv,1,Chrome,109.0.0.0,1366,768,Windows,en-GB,2023-01-23_07:24:19,2023-01-23_07:24:19,2023-01-23_07:23:00,M022744,https://www.testable.org/experiment/6826/430495/start?participant=M022744,35,woman,412.856,402044,6.7007,23,form,"APS end","APL end","ANS end","ANL end",1,.png,dropdown,below,"1 (not likely);2;3;4;5;6;7 (very likely)",NEXT,1,15,"They go for a walk and stop to eat at a food truck. Remember they cannot see through the houses or round a corner.","Where do you think they will go? Show how likely each path is by rating each between 1 (not likely at all) and 7 (very likely).","This is Drew. Drew knows the area well and is sporty.",AKS,,194094,6|4|6|3,19510,6|4|6|3
430495_230123_073059_M022744.csv,1,Chrome,109.0.0.0,1366,768,Windows,en-GB,2023-01-23_07:24:19,2023-01-23_07:24:19,2023-01-23_07:23:00,M022744,https://www.testable.org/experiment/6826/430495/start?participant=M022744,35,woman,412.856,402044,6.7007,10,form,"APS end","APL end","ANS end","ANL end",1,.png,dropdown,below,"1 (not likely);2;3;4;5;6;7 (very likely)",NEXT,1,2,"They go for a walk and stop to eat at a food truck. Remember they cannot see through the houses or round a corner.","Where do you think they will go? Show how likely each path is by rating each between 1 (not likely at all) and 7 (very likely).","This is Harper. Harper's favourite food is hotdogs. They don't know the area well and are lazy.",FDL,,224376,"1 (not likely)|1 (not likely)|7 (very likely)|2",29725,1|1|7|2
430495_230123_073059_M022744.csv,1,Chrome,109.0.0.0,1366,768,Windows,en-GB,2023-01-23_07:24:19,2023-01-23_07:24:19,2023-01-23_07:23:00,M022744,https://www.testable.org/experiment/6826/430495/start?participant=M022744,35,woman,412.856,402044,6.7007,11,form,"APS end","APL end","ANS end","ANL end",1,.png,dropdown,below,"1 (not likely);2;3;4;5;6;7 (very likely)",NEXT,1,3,"They go for a walk and stop to eat at a food truck. Remember they cannot see through the houses or round a corner.","Where do you think they will go? Show how likely each path is by rating each between 1 (not likely at all) and 7 (very likely).","This is Taylor. Taylor's favourite food is hotdogs. They know the area well and are sporty.",FKS,,239694,"1 (not likely)|1 (not likely)|7 (very likely)|5",14781,1|1|7|5
430495_230123_073059_M022744.csv,1,Chrome,109.0.0.0,1366,768,Windows,en-GB,2023-01-23_07:24:19,2023-01-23_07:24:19,2023-01-23_07:23:00,M022744,https://www.testable.org/experiment/6826/430495/start?participant=M022744,35,woman,412.856,402044,6.7007,15,form,"BNS end","BNL end","BPS end","BPL end",1,.png,dropdown,below,"1 (not likely);2;3;4;5;6;7 (very likely)",NEXT,1,7,"They go for a walk and stop to eat at a food truck. Remember they cannot see through the houses or round a corner.","Where do you think they will go? Show how likely each path is by rating each between 1 (not likely at all) and 7 (very likely).","This is Drew. Drew knows the area well and is sporty.",AKS,,262679,4|4|5|4,22447,4|4|5|4
430495_230123_073059_M022744.csv,1,Chrome,109.0.0.0,1366,768,Windows,en-GB,2023-01-23_07:24:19,2023-01-23_07:24:19,2023-01-23_07:23:00,M022744,https://www.testable.org/experiment/6826/430495/start?participant=M022744,35,woman,412.856,402044,6.7007,20,form,"BNS end","BNL end","BPS end","BPL end",1,.png,dropdown,below,"1 (not likely);2;3;4;5;6;7 (very likely)",NEXT,1,12,"They go for a walk and stop to eat at a food truck. Remember they cannot see through the houses or round a corner.","Where do you think they will go? Show how likely each path is by rating each between 1 (not likely at all) and 7 (very likely).","This is Parker. Parker's favourite food is hotdogs. They know the area well and are lazy.",FKL,,278504,"7 (very likely)|2|5|1 (not likely)",15290,7|2|5|1
430495_230123_073059_M022744.csv,1,Chrome,109.0.0.0,1366,768,Windows,en-GB,2023-01-23_07:24:19,2023-01-23_07:24:19,2023-01-23_07:23:00,M022744,https://www.testable.org/experiment/6826/430495/start?participant=M022744,35,woman,412.856,402044,6.7007,12,form,"APS end","APL end","ANS end","ANL end",1,.png,dropdown,below,"1 (not likely);2;3;4;5;6;7 (very likely)",NEXT,1,4,"They go for a walk and stop to eat at a food truck. Remember they cannot see through the houses or round a corner.","Where do you think they will go? Show how likely each path is by rating each between 1 (not likely at all) and 7 (very likely).","This is Parker. Parker's favourite food is hotdogs. They know the area well and are lazy.",FKL,,292100,"1 (not likely)|1 (not likely)|7 (very likely)|3",13059,1|1|7|3
430495_230123_073059_M022744.csv,1,Chrome,109.0.0.0,1366,768,Windows,en-GB,2023-01-23_07:24:19,2023-01-23_07:24:19,2023-01-23_07:23:00,M022744,https://www.testable.org/experiment/6826/430495/start?participant=M022744,35,woman,412.856,402044,6.7007,9,form,"APS end","APL end","ANS end","ANL end",1,.png,dropdown,below,"1 (not likely);2;3;4;5;6;7 (very likely)",NEXT,1,1,"They go for a walk and stop to eat at a food truck. Remember they cannot see through the houses or round a corner.","Where do you think they will go? Show how likely each path is by rating each between 1 (not likely at all) and 7 (very likely).","This is Jesse.  Jesse's favourite food is hotdogs. They don't know the area well and are sporty.",FDS,,305964,"2|1 (not likely)|7 (very likely)|5",13325,2|1|7|5
430495_230123_073059_M022744.csv,1,Chrome,109.0.0.0,1366,768,Windows,en-GB,2023-01-23_07:24:19,2023-01-23_07:24:19,2023-01-23_07:23:00,M022744,https://www.testable.org/experiment/6826/430495/start?participant=M022744,35,woman,412.856,402044,6.7007,21,form,"APS end","APL end","ANS end","ANL end",1,.png,dropdown,below,"1 (not likely);2;3;4;5;6;7 (very likely)",NEXT,1,13,"They go for a walk and stop to eat at a food truck. Remember they cannot see through the houses or round a corner.","Where do you think they will go? Show how likely each path is by rating each between 1 (not likely at all) and 7 (very likely).","This is Brooklyn. Brooklyn doesn't know the area well and is sporty.",ADS,,320104,5|4|6|4,13592,5|4|6|4
430495_230123_073059_M022744.csv,1,Chrome,109.0.0.0,1366,768,Windows,en-GB,2023-01-23_07:24:19,2023-01-23_07:24:19,2023-01-23_07:23:00,M022744,https://www.testable.org/experiment/6826/430495/start?participant=M022744,35,woman,412.856,402044,6.7007,22,form,"APS end","APL end","ANS end","ANL end",1,.png,dropdown,below,"1 (not likely);2;3;4;5;6;7 (very likely)",NEXT,1,14,"They go for a walk and stop to eat at a food truck. Remember they cannot see through the houses or round a corner.","Where do you think they will go? Show how likely each path is by rating each between 1 (not likely at all) and 7 (very likely).","This is Adrian. Adrian doesn't know the area well and is lazy.",ADL,,331790,"7 (very likely)|2|7 (very likely)|1 (not likely)",11146,7|2|7|1
430495_230123_073059_M022744.csv,1,Chrome,109.0.0.0,1366,768,Windows,en-GB,2023-01-23_07:24:19,2023-01-23_07:24:19,2023-01-23_07:23:00,M022744,https://www.testable.org/experiment/6826/430495/start?participant=M022744,35,woman,412.856,402044,6.7007,24,form,"APS end","APL end","ANS end","ANL end",1,.png,dropdown,below,"1 (not likely);2;3;4;5;6;7 (very likely)",NEXT,1,16,"They go for a walk and stop to eat at a food truck. Remember they cannot see through the houses or round a corner.","Where do you think they will go? Show how likely each path is by rating each between 1 (not likely at all) and 7 (very likely).","This is Charlie. Charlie knows the area well and is lazy.",AKL,,350206,"7 (very likely)|2|7 (very likely)|1 (not likely)",17876,7|2|7|1
430495_230123_073059_M022744.csv,1,Chrome,109.0.0.0,1366,768,Windows,en-GB,2023-01-23_07:24:19,2023-01-23_07:24:19,2023-01-23_07:23:00,M022744,https://www.testable.org/experiment/6826/430495/start?participant=M022744,35,woman,412.856,402044,6.7007,13,form,"BNS end","BNL end","BPS end","BPL end",1,.png,dropdown,below,"1 (not likely);2;3;4;5;6;7 (very likely)",NEXT,1,5,"They go for a walk and stop to eat at a food truck. Remember they cannot see through the houses or round a corner.","Where do you think they will go? Show how likely each path is by rating each between 1 (not likely at all) and 7 (very likely).","This is Brooklyn. Brooklyn doesn't know the area well and is sporty.",ADS,,363774,5|4|5|4,12937,5|4|5|4
430495_230123_073059_M022744.csv,1,Chrome,109.0.0.0,1366,768,Windows,en-GB,2023-01-23_07:24:19,2023-01-23_07:24:19,2023-01-23_07:23:00,M022744,https://www.testable.org/experiment/6826/430495/start?participant=M022744,35,woman,412.856,402044,6.7007,18,form,"BNS end","BNL end","BPS end","BPL end",1,.png,dropdown,below,"1 (not likely);2;3;4;5;6;7 (very likely)",NEXT,1,10,"They go for a walk and stop to eat at a food truck. Remember they cannot see through the houses or round a corner.","Where do you think they will go? Show how likely each path is by rating each between 1 (not likely at all) and 7 (very likely).","This is Harper. Harper's favourite food is hotdogs. They don't know the area well and are lazy.",FDL,,377962,"7 (very likely)|5|4|1 (not likely)",13644,7|5|4|1
430495_230123_073059_M022744.csv,1,Chrome,109.0.0.0,1366,768,Windows,en-GB,2023-01-23_07:24:19,2023-01-23_07:24:19,2023-01-23_07:23:00,M022744,https://www.testable.org/experiment/6826/430495/start?participant=M022744,35,woman,412.856,402044,6.7007,14,form,"BNS end","BNL end","BPS end","BPL end",1,.png,dropdown,below,"1 (not likely);2;3;4;5;6;7 (very likely)",NEXT,1,6,"They go for a walk and stop to eat at a food truck. Remember they cannot see through the houses or round a corner.","Where do you think they will go? Show how likely each path is by rating each between 1 (not likely at all) and 7 (very likely).","This is Adrian. Adrian doesn't know the area well and is lazy.",ADL,,390700,"7 (very likely)|1 (not likely)|7 (very likely)|1 (not likely)",12188,7|1|7|1
430495_230123_073059_M022744.csv,1,Chrome,109.0.0.0,1366,768,Windows,en-GB,2023-01-23_07:24:19,2023-01-23_07:24:19,2023-01-23_07:23:00,M022744,https://www.testable.org/experiment/6826/430495/start?participant=M022744,35,woman,412.856,402044,6.7007,16,form,"BNS end","BNL end","BPS end","BPL end",1,.png,dropdown,below,"1 (not likely);2;3;4;5;6;7 (very likely)",NEXT,1,8,"They go for a walk and stop to eat at a food truck. Remember they cannot see through the houses or round a corner.","Where do you think they will go? Show how likely each path is by rating each between 1 (not likely at all) and 7 (very likely).","This is Charlie. Charlie knows the area well and is lazy.",AKL,,402044,"7 (very likely)|2|7 (very likely)|1 (not likely)",10812,7|2|7|1
430495_230123_073146_M008954.csv,1,Firefox,109.0,1366,768,Windows,en-GB,2023-01-23_07:25:24,2023-01-23_07:25:24,2023-01-23_07:23:00,M008954,https://www.testable.org/experiment/6826/430495/start?participant=M008954,42,man,397.101,382549,6.3758,19,form,"BNS end","BNL end","BPS end","BPL end",1,.png,dropdown,below,"1 (not likely);2;3;4;5;6;7 (very likely)",NEXT,1,11,"They go for a walk and stop to eat at a food truck. Remember they cannot see through the houses or round a corner.","Where do you think they will go? Show how likely each path is by rating each between 1 (not likely at all) and 7 (very likely).","This is Taylor. Taylor's favourite food is hotdogs. They know the area well and are sporty.",FKS,,142036,5|5|4|3,52144,5|5|4|3
430495_230123_073146_M008954.csv,1,Firefox,109.0,1366,768,Windows,en-GB,2023-01-23_07:25:24,2023-01-23_07:25:24,2023-01-23_07:23:00,M008954,https://www.testable.org/experiment/6826/430495/start?participant=M008954,42,man,397.101,382549,6.3758,14,form,"BNS end","BNL end","BPS end","BPL end",1,.png,dropdown,below,"1 (not likely);2;3;4;5;6;7 (very likely)",NEXT,1,6,"They go for a walk and stop to eat at a food truck. Remember they cannot see through the houses or round a corner.","Where do you think they will go? Show how likely each path is by rating each between 1 (not likely at all) and 7 (very likely).","This is Adrian. Adrian doesn't know the area well and is lazy.",ADL,,159985,"4|1 (not likely)|7 (very likely)|2",17428,4|1|7|2
430495_230123_073146_M008954.csv,1,Firefox,109.0,1366,768,Windows,en-GB,2023-01-23_07:25:24,2023-01-23_07:25:24,2023-01-23_07:23:00,M008954,https://www.testable.org/experiment/6826/430495/start?participant=M008954,42,man,397.101,382549,6.3758,18,form,"BNS end","BNL end","BPS end","BPL end",1,.png,dropdown,below,"1 (not likely);2;3;4;5;6;7 (very likely)",NEXT,1,10,"They go for a walk and stop to eat at a food truck. Remember they cannot see through the houses or round a corner.","Where do you think they will go? Show how likely each path is by rating each between 1 (not likely at all) and 7 (very likely).","This is Harper. Harper's favourite food is hotdogs. They don't know the area well and are lazy.",FDL,,178352,"4|2|7 (very likely)|1 (not likely)",17842,4|2|7|1
430495_230123_073146_M008954.csv,1,Firefox,109.0,1366,768,Windows,en-GB,2023-01-23_07:25:24,2023-01-23_07:25:24,2023-01-23_07:23:00,M008954,https://www.testable.org/experiment/6826/430495/start?participant=M008954,42,man,397.101,382549,6.3758,21,form,"APS end","APL end","ANS end","ANL end",1,.png,dropdown,below,"1 (not likely);2;3;4;5;6;7 (very likely)",NEXT,1,13,"They go for a walk and stop to eat at a food truck. Remember they cannot see through the houses or round a corner.","Where do you think they will go? Show how likely each path is by rating each between 1 (not likely at all) and 7 (very likely).","This is Brooklyn. Brooklyn doesn't know the area well and is sporty.",ADS,,193220,3|4|2|4,14348,3|4|2|4
430495_230123_073146_M008954.csv,1,Firefox,109.0,1366,768,Windows,en-GB,2023-01-23_07:25:24,2023-01-23_07:25:24,2023-01-23_07:23:00,M008954,https://www.testable.org/experiment/6826/430495/start?participant=M008954,42,man,397.101,382549,6.3758,15,form,"BNS end","BNL end","BPS end","BPL end",1,.png,dropdown,below,"1 (not likely);2;3;4;5;6;7 (very likely)",NEXT,1,7,"They go for a walk and stop to eat at a food truck. Remember they cannot see through the houses or round a corner.","Where do you think they will go? Show how likely each path is by rating each between 1 (not likely at all) and 7 (very likely).","This is Drew. Drew knows the area well and is sporty.",AKS,,208618,3|4|2|5,14879,3|4|2|5
430495_230123_073146_M008954.csv,1,Firefox,109.0,1366,768,Windows,en-GB,2023-01-23_07:25:24,2023-01-23_07:25:24,2023-01-23_07:23:00,M008954,https://www.testable.org/experiment/6826/430495/start?participant=M008954,42,man,397.101,382549,6.3758,12,form,"APS end","APL end","ANS end","ANL end",1,.png,dropdown,below,"1 (not likely);2;3;4;5;6;7 (very likely)",NEXT,1,4,"They go for a walk and stop to eat at a food truck. Remember they cannot see through the houses or round a corner.","Where do you think they will go? Show how likely each path is by rating each between 1 (not likely at all) and 7 (very likely).","This is Parker. Parker's favourite food is hotdogs. They know the area well and are lazy.",FKL,,233661,"4|2|4|1 (not likely)",24528,4|2|4|1
430495_230123_073146_M008954.csv,1,Firefox,109.0,1366,768,Windows,en-GB,2023-01-23_07:25:24,2023-01-23_07:25:24,2023-01-23_07:23:00,M008954,https://www.testable.org/experiment/6826/430495/start?participant=M008954,42,man,397.101,382549,6.3758,17,form,"BNS end","BNL end","BPS end","BPL end",1,.png,dropdown,below,"1 (not likely);2;3;4;5;6;7 (very likely)",NEXT,1,9,"They go for a walk and stop to eat at a food truck. Remember they cannot see through the houses or round a corner.","Where do you think they will go? Show how likely each path is by rating each between 1 (not likely at all) and 7 (very likely).","This is Jesse.  Jesse's favourite food is hotdogs. They don't know the area well and are sporty.",FDS,,245989,3|4|4|5,11813,3|4|4|5
